"1";"4";"1";"0.545087953738436";"1";"2015-01-06 10:42:30"
"2";"3";"1";"0.716074280555722";"1";"2015-01-06 10:42:30"
"3";"5";"1";"0.299631487159958";"1";"2015-01-06 10:42:30"
"4";"2";"1";"0.966926390652096";"1";"2015-01-06 10:42:30"
"5";"3";"2";"0.0745485272615022";"1";"2015-01-06 10:42:30"
"6";"4";"2";"0.329619664017425";"1";"2015-01-06 10:42:31"
"7";"2";"2";"0.29766015784548";"1";"2015-01-06 10:42:31"
"8";"1";"2";"0.943640503550802";"1";"2015-01-06 10:42:31"
"9";"5";"3";"0.205345895763659";"1";"2015-01-06 10:42:31"
"10";"2";"3";"0.114397419704435";"1";"2015-01-06 10:42:31"
"11";"1";"3";"0.34170832927606";"1";"2015-01-06 10:42:31"
"12";"3";"3";"0.908280408823989";"1";"2015-01-06 10:42:31"
"13";"4";"4";"0.977123315859886";"1";"2015-01-06 10:42:31"
"14";"3";"4";"0.395451774922664";"1";"2015-01-06 10:42:31"
"15";"1";"4";"0.286876875458297";"1";"2015-01-06 10:42:31"
"16";"2";"4";"0.199666816686729";"1";"2015-01-06 10:42:31"
"17";"5";"5";"0.374926799123091";"1";"2015-01-06 10:42:31"
"18";"4";"5";"0.331408549676671";"1";"2015-01-06 10:42:31"
"19";"1";"5";"0.674642930026118";"1";"2015-01-06 10:42:31"
"20";"3";"5";"0.758660546563693";"1";"2015-01-06 10:42:31"
"21";"4";"6";"0.4";"1";"2015-01-06 10:45:01"
"22";"3";"7";"0.6";"1";"2015-01-06 13:36:14"
"23";"4";"7";"0.5";"1";"2015-01-06 11:36:19"
"24";"1";"8";"0.6";"1";"2015-01-06 22:13:09"
"25";"6";"8";"0.7";"1";"2015-01-06 20:13:34"
"26";"7";"7";"0.7";"1";"2015-01-20 09:17:06"
"27";"7";"9";"0.8";"1";"2015-01-21 18:37:17"
"28";"1";"9";"0.5";"1";"2015-01-21 18:37:27"
"29";"2";"12";"0.5";"1";"2015-01-21 18:37:30"
"30";"1";"12";"0.5";"1";"2015-01-21 18:37:32"
"31";"4";"12";"0.5";"1";"2015-01-21 18:37:34"
"32";"5";"15";"0.5";"1";"2015-01-21 18:37:49"
"33";"2";"13";"0.5";"1";"2015-01-21 18:37:49"
"34";"2";"16";"0.5";"1";"2015-01-21 18:37:53"
"35";"1";"13";"0.5";"1";"2015-01-21 18:37:54"
"36";"4";"11";"0.7";"1";"2015-01-21 18:37:55"
"37";"4";"22";"0.5";"1";"2015-01-21 18:37:57"
"38";"6";"15";"0.6";"1";"2015-01-21 18:37:58"
"39";"7";"18";"1";"1";"2015-01-21 18:37:59"
"40";"3";"11";"0.7";"1";"2015-01-21 18:38:01"
"41";"4";"15";"0.5";"1";"2015-01-21 18:38:04"
"42";"7";"16";"0.9";"1";"2015-01-21 18:38:08"
"43";"7";"14";"0.8";"1";"2015-01-21 18:38:11"
"44";"5";"11";"0.7";"1";"2015-01-21 18:38:11"
"45";"1";"16";"0.5";"1";"2015-01-21 18:38:14"
"46";"7";"15";"0.3";"1";"2015-01-21 18:38:15"
"47";"1";"11";"0.8";"1";"2015-01-21 18:38:16"
"48";"6";"23";"0.6";"1";"2015-01-21 18:38:17"
"49";"2";"15";"0.5";"1";"2015-01-21 18:38:18"
"50";"7";"24";"0.6";"1";"2015-01-21 18:38:19"
"51";"7";"19";"0.5";"1";"2015-01-21 18:38:19"
"52";"4";"31";"0.5";"1";"2015-01-21 18:38:20"
"53";"2";"11";"0.8";"1";"2015-01-21 18:38:20"
"54";"1";"15";"0.5";"1";"2015-01-21 18:38:23"
"55";"6";"30";"0.6";"1";"2015-01-21 18:38:23"
"56";"6";"16";"0.8";"1";"2015-01-21 18:38:24"
"57";"1";"31";"0.5";"1";"2015-01-21 18:38:24"
"58";"7";"11";"0.7";"1";"2015-01-21 18:38:26"
"59";"3";"29";"0.5";"1";"2015-01-21 18:38:27"
"60";"5";"16";"0.5";"1";"2015-01-21 18:38:27"
"61";"2";"19";"0";"1";"2015-01-21 18:38:28"
"62";"4";"29";"0.5";"1";"2015-01-21 18:38:30"
"63";"1";"32";"0.7";"1";"2015-01-21 18:38:31"
"64";"7";"17";"0.5";"1";"2015-01-21 18:38:31"
"65";"7";"26";"0.7";"1";"2015-01-21 18:38:31"
"66";"7";"25";"0.7";"1";"2015-01-21 18:38:32"
"67";"3";"24";"0";"1";"2015-01-21 18:38:32"
"68";"1";"20";"0.5";"1";"2015-01-21 18:38:33"
"69";"4";"16";"0.5";"1";"2015-01-21 18:38:33"
"70";"5";"31";"0.5";"1";"2015-01-21 18:38:34"
"71";"2";"23";"0.5";"1";"2015-01-21 18:38:34"
"72";"5";"17";"0.5";"1";"2015-01-21 18:38:37"
"73";"6";"31";"0.5";"1";"2015-01-21 18:38:38"
"74";"1";"25";"0.5";"1";"2015-01-21 18:38:40"
"75";"2";"31";"0.5";"1";"2015-01-21 18:38:40"
"76";"1";"26";"0";"1";"2015-01-21 18:38:41"
"77";"3";"30";"0.8";"1";"2015-01-21 18:38:42"
"78";"8";"31";"0.5";"1";"2015-01-21 18:38:43"
"79";"7";"29";"0.8";"1";"2015-01-21 18:38:43"
"80";"4";"23";"0.5";"1";"2015-01-21 18:38:44"
"81";"2";"37";"0.2";"1";"2015-01-21 18:38:47"
"82";"6";"13";"0.1";"1";"2015-01-21 18:38:48"
"83";"2";"29";"0.5";"1";"2015-01-21 18:38:50"
"84";"7";"21";"0.8";"1";"2015-01-21 18:38:52"
"85";"6";"25";"0.4";"1";"2015-01-21 18:38:54"
"86";"6";"37";"0.8";"1";"2015-01-21 18:38:55"
"87";"7";"34";"1";"1";"2015-01-21 18:38:58"
"88";"6";"17";"0.8";"1";"2015-01-21 18:38:59"
"89";"7";"23";"0.7";"1";"2015-01-21 18:38:59"
"90";"6";"29";"0.7";"1";"2015-01-21 18:38:59"
"91";"7";"20";"0.7";"1";"2015-01-21 18:38:59"
"92";"1";"23";"0.5";"1";"2015-01-21 18:39:02"
"93";"8";"38";"1";"1";"2015-01-21 18:39:03"
"94";"7";"13";"1";"1";"2015-01-21 18:39:05"
"95";"8";"29";"0.5";"1";"2015-01-21 18:39:10"
"96";"3";"23";"0.5";"1";"2015-01-21 18:39:12"
"97";"6";"26";"1";"1";"2015-01-21 18:39:13"
"98";"5";"29";"0.5";"1";"2015-01-21 18:39:14"
"99";"5";"23";"0.5";"1";"2015-01-21 18:39:16"
