"1";"1";"1";"1";"0.573373675104383";"1";"2015-01-06 10:42:30"
"2";"1";"1";"2";"0.1";"1";"2015-01-06 10:42:30"
"3";"1";"1";"3";"0.325168118467026";"1";"2015-01-06 10:42:30"
"4";"1";"1";"4";"0.154697592161855";"1";"2015-01-06 10:42:30"
"5";"1";"1";"5";"0.831424921002145";"1";"2015-01-06 10:42:30"
"6";"2";"1";"1";"0.9";"1";"2015-01-06 10:42:30"
"7";"2";"1";"2";"0.746422702887754";"1";"2015-01-06 10:42:30"
"8";"2";"1";"3";"0.911279334044131";"1";"2015-01-06 10:42:30"
"9";"2";"1";"4";"0.903194441257804";"1";"2015-01-06 10:42:30"
"10";"2";"1";"5";"0.0510858109528366";"1";"2015-01-06 10:42:30"
"11";"3";"1";"1";"0.132286743958511";"1";"2015-01-06 10:42:30"
"12";"3";"1";"2";"0.211035038567001";"1";"2015-01-06 10:42:30"
"13";"3";"1";"3";"0.1";"1";"2015-01-06 10:42:30"
"14";"3";"1";"4";"0.1";"1";"2015-01-06 10:42:30"
"15";"3";"1";"5";"0.1";"1";"2015-01-06 10:42:30"
"16";"4";"1";"1";"0.40361769100551";"1";"2015-01-06 10:42:30"
"17";"4";"1";"2";"0.885641157996515";"1";"2015-01-06 10:42:30"
"18";"4";"1";"3";"0.1";"1";"2015-01-06 10:42:30"
"19";"4";"1";"4";"0.1";"1";"2015-01-06 10:42:30"
"20";"4";"1";"5";"0.0395965339377056";"1";"2015-01-06 10:42:30"
"21";"5";"1";"1";"0.724047364215743";"1";"2015-01-06 10:42:30"
"22";"5";"1";"2";"0.511797220225412";"1";"2015-01-06 10:42:30"
"23";"5";"1";"3";"0.981734718768874";"1";"2015-01-06 10:42:30"
"24";"5";"1";"4";"0.0145152337990478";"1";"2015-01-06 10:42:30"
"25";"5";"1";"5";"0.846347371880375";"1";"2015-01-06 10:42:30"
"26";"6";"1";"2";"0.5";"1";"2015-01-06 10:44:34"
"27";"6";"1";"4";"0.5";"1";"2015-01-06 10:44:34"
"28";"6";"1";"1";"0.5";"1";"2015-01-06 10:44:34"
"29";"6";"1";"3";"0.5";"1";"2015-01-06 10:44:34"
"30";"6";"1";"5";"0.5";"1";"2015-01-06 10:44:35"
"31";"7";"1";"3";"0.5";"0";"2015-01-06 13:33:58"
"32";"7";"1";"1";"0.5";"0";"2015-01-06 13:33:58"
"33";"7";"1";"2";"0.5";"0";"2015-01-06 13:33:58"
"34";"7";"1";"5";"0.5";"0";"2015-01-06 13:33:58"
"35";"7";"1";"4";"0.5";"0";"2015-01-06 13:33:58"
"36";"8";"1";"1";"0.5";"1";"2015-01-06 22:12:33"
"37";"8";"1";"3";"0.5";"1";"2015-01-06 22:12:33"
"38";"8";"1";"5";"0.5";"1";"2015-01-06 20:12:33"
"39";"8";"1";"4";"0.5";"1";"2015-01-06 20:12:33"
"40";"8";"1";"2";"0.5";"1";"2015-01-06 20:12:33"
